pubblicata_da;anno_rif;cup;cup_master;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;codice_natura_opera;natura_opera;tipologia_opera_incompiuta;codice_tipologia_cup;tipologia_cup;localizz_cod_istat;localizz_cod_nuts;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;settore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_necesari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria_statale;copertura_finanziaria_regionale;copertura_finanziaria_provinciale;copertura_finanziaria_comunale;altra_copertura_finanziaria_pubblica;copertura_finanziaria_privata;comunitaria;mancanza_fondi;cause_tecniche;soprav_nuove_norme_tec_disp_legge;fallim_liq_coatta_e_conc_prev;mancato_interesse_al_compl;opera_fruibile_dalla_collettivita;possibile_uso_ridim;destinazione_uso_alternativa;sentito_demanio;destinazione_uso_opera;opera_inserita_in_infrastruttura_rete;incomp_costituisce_discont_rete;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;struttura_unica;tipo_indirizzo;indirizzo;strumento_programmazione;descrizionestrumento_programmazione;altre_informazioni;livello_sviluppo;utilita_per_collettivita;id_trasm_elenco;lat;lon
Regione Sardegna;2016;G21B05000090002;;Regionale;Comune di Cagliari;147990923;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;20092009;ITG27;Regionale;Intervento di Riqualificazione urbana ed ambientale dei colli di S.Avendrace - Viabilit� di ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
penetrazione urbana via Cadello - via S. Paolo. Interconnessione tra l'asse mediano di scorrimento; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l'asse litoraneo e le S.S. 130;131;195;554;" 1� lotto: tratto via Cadello - via Is Maglias""";Realizzazione della viabilit� di collegamento fra la via Cadello e la Via S. Paolo quale elemento di collegamento trasversale tra la viabilit� principale longitudinale  costituita dall'asse mediano di scorrimento e dall'asse litoraneo. Opera strettamente connessa con l'attuazione del progetto del Parco Urbano ed Ambientale di Tuvixeddu.;Ml;2.000,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;;No;12.653.194,00;837.627.227,00;271.696.967,00;No;;3244;;;1.265.319,00;1.265.319,00;;Si;;;;;;;;Si;;;No;Si;;;In progetto per l'opera;Si;Si;2005;16/06/2005;;;No;;;99;CAGLIARI;CAGLIARI;Art.4 c. 2 Lett. g);;1,48E+39;392.246.638.686.689;908.836.013.556.461;;;;;;;;;;;
Regione Sardegna;2016;F65G12000090006;;Regionale;COMUNE DI IRGOLI;LAINNL75A28F979J;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;20091033;;Regionale;Lavori di completamento opere edili ed impiantistiche piscina comunale;LAVORI OCCORRENTI AL COMPLETAMENTO DI IMPIANTI E OPERE EDILI PER PISCINA COPERTA SEMIOLIMPIONICA;Mq;106.496,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45400000-1;No;22.222.222,00;16.413.334,00;16.301.335,00;Si;350.000,00;3171;N;;22222;22222;;Si;;Si;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2012;08/05/2012;;COMPLETAMENTO IMPIANTI E OPERE PISCINA COPERTA SEMIOLIMPIONICA;No;;ARGIOLAS;99;L.R. sardegna 17/99 e progrmma Ente;;Art.4 c. 2 Lett. g);;LAINNL75A28F979J2016001;404.666.760.631.987;964.348.912.377.648
Regione Sardegna;2016;E54B00000140004;;Regionale;COMUNE DI OZIERI;247640907;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;20090052;ITG25;Regionale;COSTRUZIONE CAMPI DA TENNIS IN LOCALITA' PUPPURRUJU NEL COMUNE DI OZIERI;COSTRUZIONE CAMPI DA TENNIS.;Mq;1.000.000,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45212000-6;No;1.000.000,00;150.000,00;150.000,00;Si;350.000,00;30;N;;1.000,00;1.000,00;;;;Si;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2000;19/11/2013;;COSTRUZIONE CAMPI DA TENNIS IN LOCALIT? PUPPURUIU.;No;;LOCALIT? PUPPURUIU;99;locale;;Art.4 c. 2 Lett. g);;2,48E+39;406.354.851.154.275;895.264.285.980.872
Regione Siciliana;2016;E49G13000450001;;Regionale;comune di marianopoli;144230851;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;19085008;ITG15;Regionale;Ristrutturazione del campo sportivo comunale;LAVORI DI COMPLETAMENTO DEL CAMPO SPORTIVO COMUNALE;Mq;1.000.000,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;;No;27.268.924,00;27.268.924,00;27.268.924,00;Si;600.000,00;3125;N;;600;600;Si;;;;;;;Si;;;;;Si;Si;;;In progetto per l'opera;No;;2013;14/10/2013;;CAMPO SPORTIVO COMUNALE;No;;C.DA ROBA;99;piano triennale OO.PP. 2013/2015;;Art.4 c. 2 Lett. e);;1,44E+39;37.600.606.089.185;138.965.601.084.749
Regione Sardegna;2016;G15D08000000002;;Regionale;Comune di Alghero - Servizio LL.PP.;249350901;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;3;RECUPERO;20090003;ITG25;Regionale;OPERE INFRASTRUTTURALI PER LA FINALIZZAZIONE PER LA CONSERVAZIONE VALORIZZAZIONE E FRUIZIONE DELLA GROTTA VERDE;OPERE INFRASTRUTTURALI FINALIZZATE ALLA ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONSERVAZIONE; VALORIZZAZIONE E FRUIZIONE ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"DELLA GROTTA VERDE""";Ml;476;2;5;DIFESA DEL SUOLO;44;OPERE DI DIFESA ABITATI E SPIAGGE;45341000-9;No;1.200.000,00;66.464.814,00;43.848.936,00;Si;800.000,00;2994;N;N;1.200,00;1.200,00;;Si;;;;;;No;No;No;Si;No;No;No;;;In progetto per l'opera;No;;2008;22/08/2008;18/12/2013;GROTTA VERDE;Si;;CAPO CACCIA;99;;;Art.4 c. 2 Lett. g);;2,49E+39;40.599.983.061.909;829.899.064.504.137;;;;;;;;;;;;;;;;
Regione Sardegna;2016;B75I07000040002;;Regionale;Comune di San Sperate;1423040920;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;20092059;ITG27;Regionale;COMPLETAMENTO N�2 DEI LAVORI DI REALIZZAZIONE PARCO URBANO PIXINORTU;LAVORI COMPLETAMENTO N�2 DEI LAVORI DI REALIZZAZIONE PARCO URBANO PIXINORTU;Mq;121.053,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;999;ALTRE STRUTTURE RICREATIVE;45400000-1;No;112;770.851,00;6.152.663,00;Si;130.000,00;2971;N;;11293;11293;;Si;;;;;;No;No;No;Si;No;No;Si;;;In progetto per l'opera;No;;2007;04/02/2008;;PARCO URBANO PIXINORTU;No;;VIA PIXINORTU;0;;;Art.4 c. 2 Lett. g);;1,42E+42;393.525.204.060.887;901.361.260.756.985
Regione Sardegna;2016;G22H09000020005;;Regionale;AGENZIA Fo.Re.S.T.A.S.;3669190922;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;20095030;ITG28;Regionale;Realizzazione fabbricato UGB Morgongiori;LAVORI DI REALIZZAZIONE FABBRICATO U.G.B. MORGONGIORI;Mq;232;6;2;OPERE IMPIANTI ED ATTREZZATURE PER IL SETTORE SILVO-FORESTALE;999;ALTRE OPERE PER IL SETTORE SILVO-PASTORALE;45210000-2;No;200.000,00;19.363.765,00;8.777.736,00;Si;11.222.664,00;287;N;;200;200;;;;;Si;;;;;;Si;;No;No;;;In progetto per l'opera;No;;2009;15/11/2010;;PROGETTO DI REALIZZAZIONE FABBRICATO NEL C.F. MONTE ARCI U.G.B. MORGONGIORI;No;;C.F. MONTE ARCI;0;;INTERVENTO DI GESTIONE CORRENTE CUP RICHIESTO PER QUANTO PREVISTO DALLA LEGGE 136/2010;Art.4 c. 2 Lett. g);;3,67E+42;397.549.356.414.038;874.394.586.585.214
Regione Sardegna;2016;H19D00000000002;;Regionale;COMUNE DI ORISTANO;52090958;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione ultimati non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;20095038;ITG28;Regionale;LAVORI RI REALIZZAZIONE SEDE PER COMUNITA' TERAPEUTICA PER TOSSICODIPENDENTI IN LOCALITA' PABARILE;"REALIZZAZIONE SEDE PER COMUNIT� TERAPEUTICA PER TOSSICODIPENDENTI ""SU PABARILE""";Mq;350;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;998;ALTRE INFRASTRUTTURE;45400000-1;No;42.865.923,00;27.885.653,00;27.885.653,00;Si;800.000,00;2585;N;;42866;42866;;Si;;;;;;No;Si;No;No;No;No;No;;;In progetto per l'opera;No;;2000;24/02/2012;;REALIZZAZIONE INFRASTRUTTURA PER COMUNIT� TERAPEUTICA;No;;LOCALIT� SU PABARILE;99;PROGRAMMA TRIENNALE ED ELENCO ANNUALE OPERE PUBBLICHE;;Art.4 c. 2 Lett. g);;5,2091E+14;399.093.391.230.891;861.451.307.957.642
Regione Sardegna;2016;D38G05000130006;;Regionale;COMUNE DI MARACALAGONIS;80011730928;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;54;COMPLETAMENTO DI RISTRUTTURAZIONE;20092037;ITG27;Regionale;ADEGUAMENTO ALLE NORME DI SICUREZZA SCUOLA MATERNA EX ESMAS;ADEGUAMENTO ALLE NORME DI SICUREZZA;Mq;685;5;8;SOCIALI E SCOLASTICHE;83;SCUOLE MATERNE;45454000-4;No;11.610.816,00;8.129.978,00;8.129.978,00;Si;250.000,00;2454;N;;116;116;;Si;;Si;;;;Si;Si;;;;No;Si;;;In progetto per l'opera;No;;2005;26/01/2009;;SCUOLA MATERNA EX ESMAS;No;;VIA UMBERTO I�;99;PROGRAMMA LL.PP.;PROGRAMMA LL.PP.;Art.4 c. 2 Lett. g);;8,00E+45;392.331.040.170.637;937.230.274.988.652
Regione Sardegna;2016;I26B08000030002;;Regionale;ENTE ACQUE DELLA SARDEGNA;140940925;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;20092090;ITG27;Regionale;Trasferimento dal sistema Flumendosa - Linea Uta Nord-Gennarta e provvista delle apparecchiature elettromeccaniche nella centrale Cixerri-Sulcis e installazione delle apparecchiature di scarico a monte dell'invaso di Medau Zirimilis;TRASFERIMENTO DAL SISTEMA FLUMENDOSA - LINEA UTA NORD-GENNARTA E PROVVISTA APPARECCHIATURE ELETTROMECCANICHE CENTRALE  CIXERRI-SULCIS E INSTALLAZIONE APPARECCHIATURE SCARICO A MONTE INVASO MEDAU ZIRIMILIS;por;550;2;15;RISORSE IDRICHE;120;SERBATOI ED IMPIANTI DI SOLLEVAMENTO;;No;1.600.000,00;72.507.884,00;2.513.748,00;Si;300.000,00;2452;N;;1.600,00;1.600,00;;Si;;;;;;No;No;No;Si;No;No;No;;;In progetto per l'opera;No;;2008;27/03/2010;;CENTRALE CIXERRI-SULCIS E SCARICO A MONTE INVASO MEDAU ZIRIMILIS;Si;;AGRO DI UTA E VILLASPECIOSA;1;Sardegna  - Sviluppo locale - 4� atto integrativo;;Art.4 c. 2 Lett. g);;1,41E+39;392.280.703.255.006;891.686.576.459.231
Regione Sardegna;2016;F47J04000000002;;Regionale;Consorzio Industriale Provinciale di Cagliari;144980927;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;20092011;ITG27;Regionale;Realizzazione delle opere di completamento della rete per la movimentazione di prodotti e fluidi di servizio per lo sviluppo dell'area industriale di cagliari;RETE MOVIMENTAZIONE PRODOTTI E FLUIDI COMPOSTA DA TUBAZIONI IN ACCIAIO;Ml;12.000.000,00;4;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;999;ALTRE INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;45231210-0;No;1.711.786.063,00;1.196.575.167,00;291.612.096,00;No;;2437;N;;11.841,00;11.841,00;;Si;;;;;;;Si;;;;No;No;;;In progetto per l'opera;No;;2004;16/11/2011;;RETE MOVIMENTAZIONE PRODOTTI E FLUIDI;No;;VIALE AGRO DFI CAPOTERRA;99;PIANO DI RINASCITA;;Art.4 c. 2 Lett. g);;1,45E+39;391.463.326.454.774;896.958.517.367.078
Regione Sardegna;2016;E78B05000030002;;Regionale;COMUNE DI OZIERI;247640907;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;20090052;ITG25;Regionale;COSTRUZIONE DI UN CANILE ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CONSORTILE""";REALIZZAZIONE DI UNA STRUTTURA SANITARIA DESTINATA AL RICOVERO E ALLA CURA DI CANI CON PARTICOLARE ATTENZIONE ALLA PREVENZIONE DEL RANDAGISMO;Mq;1.000.000,00;5;30;SANITARIE;130;ALTRE STRUTTURE PER L'IGIENE LA PROFILASSI E LA TUTELA DELLA SALUTE;45215000-7;No;210.000,00;140.000,00;140.000,00;Si;500.000,00;2188;;;210;210;;Si;;;;;;Si;No;No;No;No;No;Si;;;In progetto per l'opera;No;;2005;22/12/2005;;;No;;;99;COSTRUZIONE DI UN CANILE CONSORTILE;COSTRUZIONE DI UN CANILE CONSORTILE;Art.4 c. 2 Lett. g);;2,48E+39;406.354.851.154.275;895.264.285.980.872;;;;;;;;;;;;;;;
Regione Sardegna;2016;E92I05000060006;;Regionale;Abbanoa Spa;2934390929;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;99;ALTRO;20107013;;Regionale;Impianto di potabilizzazione di Bau Pressiu - Adeguamento impianto dosaggio disinfezione/flocculazione manutenzione straordinaria opere elettromeccaniche edili idrauliche e miglioramento sistema di misura clorazione trattamento fanghi ecc. ID 2005-1142;ADEGUAMENTO IMPIANTO DOSAGGIO DISINFEZIONE /FLOCCULAZIONE MANUTENZIONE STRAORDINARIA OPERE ELETTROMECCANICHE EDILI IDRAULICHEE MIGLIORAMENTO SISTEMA DI MISURA CLORAZIONE E TRATTAMENTO FANGHI;nu;70.000,00;2;15;RISORSE IDRICHE;999;ALTRE OPERE PER L'UTILIZZO DELLE RISORSE IDRICHE;45232430-5;No;208.198.939,00;45.063.628,00;45.063.628,00;Si;163.135.311,00;2164;N;;3.900,00;3.900,00;;;;;;;Si;;;;Si;;No;No;;;In progetto per l'opera;No;;2005;24/01/2008;;SCHEMA ACQUEDOTTISTICO N?31 SULCIS NORD - SULCIS SUD - IMPIANTO DI POTABILIZZAZIONE;No;;BAU PRESSIU;99;Ciclo Integrato dell'Acqua;POT 2005/2007;Art.4 c. 2 Lett. g);;2,93E+42;391.485.985.253.839;876.204.140.679.771
Regione Sardegna;2016;G27E03000010002;;Regionale;Consorzio Industriale Provinciale Carbonia Iglesias;377860929;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;20000000;;Regionale;"PORTO DI PORTOVESME: DRAGAGGIO. COMPLETAMENTO BANCHINA DI RIVA TRA BANCHINA COMMERCIALE E PONTILE EX ALUIT E RELATIVI ARREDI E SERVIZI; 1� STRALCIO - LAVORI DI DRAGAGGIO";Lavori di Dragaggio;Mc;57.437,00;1;4;MARITTIME LACUALI E FLUVIALI;41;PORTI COMMERCIALI;;No;1.032.914,00;89.353.208,00;18.631.314,00;No;;2085;;;875.951,00;875.951,00;;Si;;;;;;No;Si;Si;No;No;No;No;;;In progetto per l'opera;No;;2003;01/01/2003;;;No;;;99;ALTRO;COMPLETAMENTO BANCHINA DI RIVA - DRAGAGGIO;Art.4 c. 2 Lett. g);;3,78E+39;;
Regione Sardegna;2016;B81B11001710006;;Regionale;Comune di Sassari;239740905;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;20090064;ITG25;Regionale;REALIZZAZIONE PISTE CICLABILI A SASSARI �ITINERARI DELL'UNIVERSITA - LOTTO 2;REALIZZAZIONE PISTE CICLABILI A SASSARI - LOTTO 2;Ml;2.000,00;1;1;STRADALI;14;PISTE CICLABILI;45233162-2;No;67.163.526,00;39.807.391,00;13.948.118,00;Si;29.753.751,00;2005;N;;67164;67164;;;;;;;Si;No;No;No;Si;No;No;No;;;In progetto per l'opera;Si;No;2011;03/11/2016;;"REALIZZAZIONE PISTE CICLABILI  PROGETTO RAS ""ITINERARI DELL'UNIVERSIT?"" - STRADE CITTADINE";No;;AREA VIE DUCA ABRUZZI VERONA ROCKEFELLER;99;RAS POR FSR 2007/2013- Programma integrato interventi ;;;;;;
"sviluppo urbano e per la mobilit? ciclabile""";;Art.4 c. 2 Lett. g);;2,40E+39;407.446.841.115.079;836.413.613.776.805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Regione Sardegna;2016;D25E09000040006;;Regionale;Comune di Morgongiori;74170952;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;20095030;ITG28;Regionale;Aula consiliare municipio;COMPLETAMENTO EDIFICIO CON REALIZZAZIONE AULA CONSILIARE  - I LOTTO;Mq;235;5;33;DIREZIONALI E AMMINISTRATIVE;3;OPERE E INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE;45400000-1;No;120.000,00;74.709,00;74.709,00;Si;300.000,00;1994;N;;120;120;;Si;;Si;;;;Si;;;;;No;No;;;In progetto per l'opera;No;;2009;14/06/2010;;EDIFICIO COMUNALE;No;;VIA RINASCITA 6;0;;;Art.4 c. 2 Lett. g);;7,4171E+14;397.549.356.414.038;874.394.586.585.214
Regione Sardegna;2016;H14B12000310004;;Regionale;COMUNE DI ORISTANO;52090958;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;5;RESTAURO;20095038;ITG28;Regionale;RESTAURO E MESSA IN SICUREZZA DELLA CAMPANA E SOSTITUZIONE DEI SOLAI LIGNEI NELLA TORRE DI SAN CRISTOFORO IN ORISTANO;RESTAURO CAMPANA TORRE MARIANO II;Mq;300;5;11;OPERE PER IL RECUPERO VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;45400000-1;No;144.000,00;28.215,00;28.215,00;Si;114.000,00;1984;N;;30;30;;;;Si;;;;Si;No;No;No;No;No;Si;;;In progetto per l'opera;No;;2012;14/05/2012;;RESTAURO CAMPANA TORRE MARIANO II;No;;PIAZZA ROMA;0;;;Art.4 c. 2 Lett. g);;5,2091E+14;399.093.391.230.891;861.451.307.957.642
Regione Sardegna;2016;G62F80000010006;;Regionale;COMUNE DI THIESI;75850909;3;;a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;59;;20090071;ITG25;Regionale;COSTRUZIONE ASILO NIDO;COSTRUZIONE ASILO NIDO;nu;60.210.036,00;5;8;;999;;;No;60.210.036,00;40.448.553,00;3.119.897,00;Si;1.300.000,00;183;N;;6021;6021;;Si;;Si;;;;Si;Si;;;;No;No;REALIZZAZIONE DI UN CENTRO DI PROMOZIONE DEL TERRITORIO ED AGGREGAZIONE SOCIALE - RIQUALIFICAZIONE DI UNA STRUTTURA DA ADIBIRE A CENTRO INFORMATICO MULTIMEDIALE DI PROMOZIONE TURISTICA;;Alternativa per l'opera;No;;1980;12/06/2017;;ASILO NIDO;No;;VIA G.A. DEMARTINI;0;;;Art.4 c. 2 Lett. g);;7,58509E+14;40.519.140.616.746;865.472.891.707.403
Regione Sardegna;2016;G27D09000000005;;Regionale;AGENZIA Fo.Re.S.T.A.S.;3669190922;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;20095030;ITG28;Regionale;completamento fabbricato di servizio UGB Morgongiori;LAVORI DI COMPLETAMENTO C.F. MONTE ARCI U.G.B. MORGONGIORI;Mq;136;6;2;OPERE IMPIANTI ED ATTREZZATURE PER IL SETTORE SILVO-FORESTALE;999;ALTRE OPERE PER IL SETTORE SILVO-PASTORALE;45400000-1;No;13.198.247,00;13.189.482,00;4.062.641,00;Si;9.011.338,00;183;N;;150;150;;;;;Si;;;;;;Si;;No;Si;;;In progetto per l'opera;No;;2009;15/11/2010;;COMPLETAMENTO DEL PROGETTO DI REALIZZAZIONE DEL FABBRICATO PRESSO IL C.F. MONTE ARCI U.G.B. MORGONGIORI;No;;C.F. MONTE ARCI;0;;INTERVENTO DI GESTIONE CORRENTE CUP RICHIESTO PER QUANTO PREVISTO DALLA LEGGE 136/2010;Art.4 c. 2 Lett. g);;3,67E+42;397.549.356.414.038;874.394.586.585.214
Regione Sardegna;2016;H67E08000090002;;Regionale;Comune di Nughedu Santa Vittoria;80005850955;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;5;RESTAURO;20095034;ITG28;Regionale;Restauro della ex casa Aragonese;RESTAURO DELLA EX CASA ARAGONESE;Mq;300;5;11;OPERE PER IL RECUPERO VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;;No;6.854.694,00;6.854.694,00;6.854.694,00;Si;350.000,00;1638;N;;130;130;;Si;;;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2008;01/04/2014;;RESTAURO DELLA EX CASA ARAGONESE;No;;VIA GARIBALDI;99;L.R. 37/1998;;Art.4 c. 2 Lett. g);;8,00E+45;401.110.706.182.633;898.410.066.119.113
Regione Siciliana;2016;D24E86000000006;;Regionale;COMUNE DI VITA;81000050815;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;19081023;;Regionale;EDIFICIO DA ADIBIRE A RICOVERO PER ANZIANI;LO SCOPO DELLA REALIZZAZIONE DI DETTA STRUTTURA ERA QUELLA DI FORNIRE AGLI ANZIANI ASSISTENZA  SANITARIA ECONOMICA E DARE UNO STIMOLO A NUOVI INTERESSI PER LA VITA.;Mq;17.765.068,00;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;;No;92.111.843,00;71.091.691,00;71.091.691,00;No;;100;N;;8979;8979;;Si;;Si;;;;Si;;;;;No;No;;;In progetto per l'opera;No;;1986;14/10/2013;;COSTRUZIONE DI UN EDIFICIO DA ADIBIRE A RICOVERO PER ANZIANI;No;;---;0;;;Art.4 c. 2 Lett. a);;8,10E+45;378.628.515.304.079;128.377.193.480.935
Regione Siciliana;2016;B99G73000000005;;Regionale;COMUNE DI CAMPOREALE;80016380828;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;19082019;ITG12;Regionale;PROGETTO PER LA COSTRUZIONE DI UNA SCUOLA MATERNA A 3 SEZIONI;COSTRUZIONE DI SCUOLA MATERNA STATALE PROGETTAZIONE ORIGINALE DEL 1973 - E' STATA REALIZZATA SOLTANTO LA PARTE STRUTTURALE- IL PROGETTO PREVEDE LA COSTRUZIONE SU DUE LIVELLO FUORI TERRA E COPERTURA PIANA PER UN INGOMBRO DI ML.6500 X ML. 4000;Mq;745;5;8;SOCIALI E SCOLASTICHE;82;ASILI NIDO;45400000-1;No;51.645,00;3.496.347,00;3.496.347,00;;;100;N;;5164;5164;;;;;Si;;;Si;;;;;No;No;;;In progetto per l'opera;No;;1973;05/12/2013;;PROGETTO PER LA COSTRUZIONE DI UNA SCUOLA MATERNA STATALE A 3 SEZIONI;No;;VIA TRIANGOLO;99;INSERIMENTO OPERE INCOMPIUTE;;Art.4 c. 2 Lett. a);;8,00E+45;378.940.372.708.865;130.845.665.092.126
