pubblicata_da;anno_rif;cup;cup_master;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;codice_natura_opera;natura_opera;tipologia_opera_incompiuta;codice_tipologia_cup;tipologia_cup;localizz_cod_istat;localizz_cod_nuts;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;settore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_necesari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria_statale;copertura_finanziaria_regionale;copertura_finanziaria_provinciale;copertura_finanziaria_comunale;altra_copertura_finanziaria_pubblica;copertura_finanziaria_privata;comunitaria;mancanza_fondi;cause_tecniche;soprav_nuove_norme_tec_disp_legge;fallim_liq_coatta_e_conc_prev;mancato_interesse_al_compl;opera_fruibile_dalla_collettivita;possibile_uso_ridim;destinazione_uso_alternativa;sentito_demanio;destinazione_uso_opera;opera_inserita_in_infrastruttura_rete;incomp_costituisce_discont_rete;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;struttura_unica;tipo_indirizzo;indirizzo;strumento_programmazione;descrizionestrumento_programmazione;altre_informazioni;livello_sviluppo;utilita_per_collettivita;id_trasm_elenco;lat;lon
Regione Siciliana;2016;D77D00000000001;null;Regionale;COMUNE DI BUTERA;82000810851;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;19085003;ITG15;Regionale;LAVORI DI REALIZZAZIONE OPERE DI URBANIZZAZIONE PRIMARIA IN ZONA PIP DI C/DA BURGIO;URBANIZZAZIONE PRIMARIA;Mq;550.000,00;4;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;144;INFRASTRUTTURE CIVILI PER AREE INDUSTRIALI;null;No;6.671.613,31;5.775.708,02;5.277.864,69;Si;497.843,33;84,13;null;null;6.671,00;6.671,00;Si;null;null;null;null;null;null;No;Si;No;No;No;No;No;null;null;In progetto per l'opera;No;null;2000;04/08/2006;null;PIP;No;null;CONTRADA BURGIO;99;Contratto d'area di Gela 2? protocollo aggiuntivo del 2? modulo;CONTRATTO D'AREA DI GELA 2? PROTOCOLLO AGGIUNTIVO DEL 2? MODULO;Art.4 c. 2 Lett. d);null;8,20E+31;37.1917263068008;14.1293575185939
Regione Siciliana;2016;H67B01000010002;null;Regionale;COMUNE DI CASTELL'UMBERTO;84004180836;3;null;c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;1;null;19083014;ITG13;Regionale;LAVORI DI COSTRUZIONE IMPIANTO DI DEPURAZIONE IL LOCALITA' FIORENI;L'INTERVENTO PREVEDE LA REALIZZAZIONE DELL'IMPIANTO DI DEPURAZIONE IN LOCALIT? FIORENI, A SERVIZIO DELL'AGGLOMERATO CENTRO DEL COMUNE DI CASTELL'UMBERTO;Mq;2.400,00;2;15;null;114;null;45200000-9;No;602.758,01;382.926,45;361.851,00;Si;63.243,61;81,1;N;null;652,00;652,00;null;Si;null;null;null;null;null;No;Si;No;No;No;No;No;null;null;In progetto per l'opera;Si;Si;2001;30/03/2017;null;LAVORI DI COSTRUZIONE IMPIANTO DI DEPURAZIONE IN LOCALITA' FIORENI;No;null;"LOCALIT? ""FIORENI""";99;PROGRAMMA FOGNATURE;null;Art.4 c. 2 Lett. d);null;8,40E+31;38.0737472859001;14.8132556663707
Regione Siciliana;2016;F42E10000030007;null;Regionale;COMUNE FIUMEDINISI;352170831;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;3;RECUPERO;19083021;ITG13;Regionale;Comune di FIUMEDINISI - Lavori di riqualificazione del quartiere S.Francesco e zone adiacenti, ecc.;INTERVENTO DI RIQUALIFICAZIONE DEGLI ALLOGGI IN CENTRO STORICO DA ADIBIRE A BOTTEGHE E ARTIGINATO CON INTERVENTO ECOSTOSTENIBILE;Mq;1,00;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;null;No;2.355.000,00;1.469.993,38;1.469.993,38;Si;350.000,00;80,77;N;null;1.923,32;1.923,32;Si;Si;null;Si;null;null;null;Si;null;null;null;null;No;No;null;null;In progetto per l'opera;No;null;2010;08/08/2011;null;RIQUALIFICAZIONE URBANA PER ALLOGGI A CANONE SOSTENIBILE ??? LE VIE DEGLI ANTICHI MESTIERI.;Si;null;VIA SAN NICOLA-SS SALVATORE;99;null;null;Art.4 c. 2 Lett. d);null;3,52E+27;38.0451885625594;15.3677204071181
Regione Siciliana;2016;I59J09000190002;null;Regionale;COMUNE SCLAFANI BAGNI;87001270823;6;CONCESSIONE DI CONTRIBUTI AD ALTRI SOGGETTI (DIVERSI DA UNITA' PRODUTTIVE);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;99;ALTRO;19082069;ITG12;Regionale;Comune di Sclafani Bagni- Progetto esecutivo di completamento del collegamento viario tra il C.ne di Sclafani Bagni e la strada Valledolmo a completamento di quanto gi??? realizzato tratto C-D.-;Ccompletamento collegamento viario tra il Comune di Sclafani   Bagni e la strada Valledolmo ecc.-;Ml;1,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;3.560.000,00;1.960.367,71;1.960.367,71;Si;478.717,00;80,37;null;null;478,72;478,72;null;Si;null;null;null;null;null;Si;null;null;null;null;No;Si;null;null;In progetto per l'opera;No;null;2009;03/10/2013;null;null;null;null;STRADA;0;null;null;Art.4 c. 2 Lett. d);null;8,70E+31;37.7821738347478;13.8198050568959
Regione Siciliana;2016;F39G97000000002;null;Regionale;COMUNE DI CAMMARATA;80002910844;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;19084009;ITG14;Regionale;COMUNE DI CAMMARATA - Progetto di rifacimento rete idrica con automazione 2??? stralcio di completamento;REALIZZAZIONE DI RETE PRINCIPALI E  DI DISTRIBUZIONE - POZZETTI DI MANOVRA - RETE TELECONTROLLO;Mc;1,00;2;15;RISORSE IDRICHE;118;RETI IDRICHE URBANE;null;No;4.250.000,00;4.250.000,00;4.250.000,00;Si;4.250.000,00;50;N;null;4.250,00;4.250,00;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;No;null;null;In progetto per l'opera;Si;No;1997;19/11/2013;null;PROGETTO DI RIFACIMENTO RETE IDRICA CON AUTOMAZIONE 2??? STRALCIO DI COMPLETAMENTO;No;null;VIA VIE COMUNALI;0;null;null;Art.4 c. 2 Lett. e);null;8,00E+31;37.6304698788331;13.6946955281445
Regione Siciliana;2016;I64H11000050002;null;Regionale;comune di acquaviva platani;81000730853;3;null;c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;7;null;19085001;ITG15;Regionale;LAVORI DI COMPLETAMENTO DELL'EDIFICIO SCOLASTICO DI VIA SALVATORE QUASIMODO;COMPLETAMENTO;Mq;1.500,00;5;8;null;87;null;45400000-1;No;0,00;718.309,74;718.309,74;Si;718.309,74;50;N;null;718,00;718,00;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;2011;12/04/2017;12/04/2019;LAVORI DI COMPLETAMENTO DELL'EDIFICIO SCOLASTICO DI VIA SALVATORE QUASIMODO;No;null;VIA SALVATORE QUASIMODO;0;null;null;Art.4 c. 2 Lett. e);null;8,10E+31;37.5662147399839;13.6970535737139
Regione Siciliana;2016;B32I93000000002;null;Regionale;COMUNE DI PAGLIARA;414810838;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;19083065;ITG13;Regionale;Comune di PAGLIARA - Lavori di ripristino e completamento del collettore fognario Pagliara centro Rocchenere e realizzazione del collegamento Locadi - Pagliara Centro.-;LAVORI DI RIPRISTINO E COMPLETAMENTO DEL COLLETTORE FOGNARIO PAGLIARA CENTRO-ROCCHENERE E REALIZZAZIONE DEL COLLEGAMENTO LOCADI-PAGLIARA CENTRO.;Ml;1,00;2;10;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;113;RETI FOGNARIE;null;No;1.515.804,34;822.715,84;822.578,08;Si;250.000,00;76,68;N;null;1.508,05;1.508,05;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;No;1993;13/03/2014;null;STRADE COMUNALI E ALVEO TORRENTE PAGLIARA;No;null;TORRENTE PAGLIARA;99;Programma Regionale Regione Sicilia;null;Art.4 c. 2 Lett. e);null;4,15E+27;37.9992759054311;15.3313109602563
Regione Siciliana;2016;F44F05000050002;null;Regionale;COMUNE DI MESSINA;80270838;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;58;AMPLIAMENTO;19083048;null;Regionale;Lavori di potenziamento delle infrastrutture viarie e servizi annessi relativi alla mobilit??? urbanadel sistema metroferrovia Messina-Giampilieri. Comune di Messina;LL POTENZIAMENTO INFRASTRUTTURE VARIE E SERV. ANNESSI REL. ALLA MOBILIT? URBANA SISTEMA METRO FERROVIA ME-GIAMPILIERI;Mq;24.868,00;1;3;FERROVIE;999;ALTRE OPERE FERROVIARIE;45223300-9;No;9.115.553,36;6.125.294,64;4.157.081,55;No;null;67,87;N;null;9.296,22;9.296,22;null;Si;null;null;null;null;null;No;No;No;Si;No;Si;Si;null;null;In progetto per l'opera;Si;No;2005;01/09/2010;null;METROFERROVIE ME-GIAMPILIERI;No;null;VIA VIALE BOCCETTA IS 374;0;null;null;Art.4 c. 2 Lett. e);null;8,02708E+14;38.1911219353028;15.5106353399913
Regione Siciliana;2016;B49D85000000002;null;Regionale;COMUNE CATENANUOVA;80001380866;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;19086006;ITG16;Regionale;Comune di CATENANUOVA - Completamento di n. 18 alloggi popolari.-;LAVORI DI COMPLETAMENTO DI 18 ALLOGGI POPOLARI;Mc;1,00;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;null;No;258.228,45;258.228,45;258.228,45;Si;2.000.000,00;11,44;N;null;2.000,00;2.000,00;null;Si;null;null;null;null;null;Si;null;null;null;null;No;No;null;null;In progetto per l'opera;No;null;1985;23/09/2013;null;LAVORI DI COMPLETAMENTO DI 18 ALLOGGI POPOLARI;No;null;VIA LANARI;0;null;null;Art.4 c. 2 Lett. g);null;8,00E+31;37.5710723846913;14.6942018570819
Regione Siciliana;2016;j73g86000000002;null;Regionale;comune di Terrasini;80022310827;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;19082071;ITG12;Regionale;lavori di incanalamento del torrente furi e dei connessi interventi idonei a preservare il porto dall'interramento-1lotto-1stralcio;REALIZZ DEL CANALE EMISSARIO DELLE FLUENZE DEL TORR. FURI AL DI FUORI DALLO SPECCHIO LIQU. DEL PORTO;Mc;3.724.220,00;2;11;OPERE DI PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;999;ALTRE OPERE DI PROTEZIONE, VALORIZZAZIONE E FRUIZIONE AMBIENTALE;null;No;3.724.220,00;2.466.186,00;2.466.186,00;Si;1.258.034,00;66,22;N;null;3.935,26;3.935,26;null;Si;null;null;null;null;null;null;Si;Si;Si;null;Si;Si;null;null;In progetto per l'opera;No;null;1986;01/02/2007;null;LAVORI DI INCANALAM.DEL TORRENTE FURI E DEI CONNESSI INTERVENTI A PRESERV.IL PORTO DALL'INTERRAMENTO;No;null;ALTRO PORTO DI TERRASINI;0;null;null;Art.4 c. 2 Lett. e);null;8,00E+31;38.1178366328306;13.083431317825
Regione Siciliana;2016;D86J01000000006;null;Regionale;Comune di Spadafora;396110835;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;19083096;null;Regionale;Programma Attuazione Rete Fognante I Stralcio;REALIZZAZIONE I? STRALCIO - ATTUAZIONE PARF;por;2.457.818,38;2;10;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;113;RETI FOGNARIE;45232411-6;No;2.457.818,38;2.457.818,38;1.624.786,04;Si;22.724,10;65,5;null;null;2.457,18;2.457,18;null;null;null;null;null;null;Si;No;Si;No;No;No;Si;Si;null;null;In progetto per l'opera;Si;No;2001;07/08/2006;null;RETE FOGNARIA E IMPIANTI DEPURAZIONE;No;null;TERRITORIO COMUNALE;99;Progetto n. 1999.IT.16.1.P.O.011/1.04B/11.2.4/0035;PROGETTO N. 1999.IT.16.1.P.O.011/1.04B/11.2.4/0035;Art.4 c. 2 Lett. e);null;3,96E+27;38.2055574038977;15.3923800300801
Regione Siciliana;2016;E37H06000740009;null;Regionale;Libero Consorzio Comunale di Siracusa;80001670894;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;7;MANUTENZIONE STRAORDINARIA;19089017;null;Regionale;Lavori di completamento della S.P. 14 Fusco - Canicattini - Passoladro.;"LAVORI DI COMPLETAMENTO DELLA S.P. N. 14 ""FUSCO-CANICATTINI-PASSOLADRO""";Ml;240,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45233320-8;No;5.606.917,85;3.564.555,04;3.555.074,40;Si;2.100.000,00;62,76;N;null;5.922,06;5.922,06;null;null;Si;null;null;null;Si;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;No;2006;14/03/2007;null;"S.P. N. 14 ""FUSCO-CANICATTINI-CIFALINO""";No;null;SIRACUSA;99;POR SICILIA 2000/2006 - MISURA 6.01;null;Art.4 c. 2 Lett. e);null;8,00E+31;37.0392865719431;15.2136873169787
Regione Siciliana;2016;F99J91000000006;null;Regionale;COMUNE SAN MARCO D'ALUNZIO;84004040832;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;19083079;ITG13;Regionale;POTENZIAMENTO E RISTRUTTURAZIONE ACQUEDOTTO INTERNO CON CONTROLLO TELEMATICO;Rifacimento di tratti di rete idrica interna e realizzazione serbatoio di accumulo e rete esterna di adduzione;Ml;1.389.564,51;2;15;RISORSE IDRICHE;118;RETI IDRICHE URBANE;45231300-8;No;1.389.564,51;908.275,19;671.600,93;Si;431.980,82;50,11;null;null;1.495,98;1.495,98;null;null;null;null;null;null;Si;Si;No;No;No;No;Si;Si;null;null;In progetto per l'opera;Si;Si;1991;31/07/2006;31/07/2006;null;No;null;null;99;POR SICILIA 2000-2006 INTERVENTO DI RISTRUTTURAZIONE ACQUEDOTTO ESTERNO COD. 199IT161PO011/104A/6.1.19/014;POR SICILIA 2000-2006 INTERVENTO DI RISTRUTTURAZIONE ACQUEDOTTO ESTERNO COD. 199IT161PO011/104A/6.1.19/014;Art.4 c. 2 Lett. e);null;8,40E+31;38.0567764933283;14.7105160756376
Regione Siciliana;2016;F37E03000070002;null;Regionale;COMUNE DI CAMMARATA;80002910844;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;4;RISTRUTTURAZIONE;19084009;ITG14;Regionale;COMUNE DI CAMMARATA - PROGETTO PER LA REALIZZAZIONE DELLE COPERTURE A FALDE ADEGUAMENTO ALLE NORME DI SICUREZZA E SISTEMAZIONE ESTERNA SCUOLA ELEMENTARE E MATERNA GIANGUARNA.-;REALIZZAZIONE DELLA COPERTURA A FALDE, ADEGUAMENTO ALLE NORME DI SICUREZZA E SISTEMAZIONE ESTERNA;Mq;1,00;5;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;null;No;1.196.115,69;1.196.115,69;1.196.115,69;Si;1.196.115,69;50;N;null;1.196,12;1.196,12;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;2003;05/11/2013;null;PROGETTO DEFINITIVO PER LA REALIZZAZIONE DELLA COPERTURA A FALDE, ADEGUAMENTO ALLE NORME DI SICUREZZA E SISTEMAZIONE ESTERNA DELLA SCUOLA ELEMENTARE MATERNA GIANGUARNA;No;null;VIA PANEPINTO;0;null;null;Art.4 c. 2 Lett. e);null;8,00E+31;37.6304698788331;13.6946955281445
Regione Siciliana;2016;F34E08000180002;null;Regionale;COMUNE DI CAMMARATA;80002910844;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;19084009;ITG14;Regionale;COMUNE DI CAMMARATA - PROGETTO PER IL RIPRISTINO STRADA PONTE PLATANI BORGO REGALMICI ( BOCCA DI CAPRA ) A SERVIZIO DELLE STRUTTURE PRODUTTIVE - STRALCIO DI CONSOLIDAMENTO IN FRANA.-;CONSOLIDAMENTO DEI VERSANTI IN FRANA E DEL TRACCIATO STRADA AD ESSI CONNESSO;Ml;1,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;2.500.000,00;2.500.000,00;2.500.000,00;Si;2.500.000,00;50;N;null;2.500,00;2.500,00;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;2008;06/11/2013;null;PROGETTO PER IL RIPRISTINO STRADA PONTE PLATANI BORGO REGALMICI (BOCCA DI CAPRA) A SERVIZIO DELLE STRUTTURE PRODUTTIVE - STRALCIO DI CONSOLIDAMENTO IN FRANA;No;null;VIA C/DA BOCCA DI CAPRA;0;null;null;Art.4 c. 2 Lett. e);null;8,00E+31;37.6304698788331;13.6946955281445
Regione Siciliana;2016;F36G03000500002;null;Regionale;COMUNE DI CAMMARATA;80002910844;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;19084009;ITG14;Regionale;COMUNE DI CAMMARATA - PROGETTO PER I LAVORI DI COSTRUZIONE TRATTO TERMINALE DELLA STRADA PANORAMICA MONTANA 2??? STRALCIO DI COMPLETAMENTO;COSTRUZIONE DEL 2??? STRALCIO DEL TRATTO TERMINALE DELLA STRADA PANORAMICA MONTANA;Ml;1,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;359.663,92;359.663,92;359.663,92;Si;359.663,92;50;N;null;359,66;359,66;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;2003;06/11/2013;null;PROGETTO PER I LAVORI DI COSTRUZIONE TRATTO TERMINALE DELLA STRADA PANORAMICA MONTANA 2??? STRALCIO DI COMPLETAMENTO;No;null;VIA C/DA SERRACANALE;0;null;null;Art.4 c. 2 Lett. e);null;8,00E+31;37.6304698788331;13.6946955281445
Regione Siciliana;2016;F31E15000170001;null;Regionale;COMUNE DI CAMMARATA;80002910844;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;4;RISTRUTTURAZIONE;19084009;ITG14;Regionale;Lavori di ristrutturazione e messa in sicurezza ed adeguamento impianti della scuola materna ubicata in via Selinunte.;LAVORI DI RISTRUTTURAZIONE E ADEGUAMENTO DEGLI IMPIANTI;Mq;575,00;5;8;SOCIALI E SCOLASTICHE;83;SCUOLE MATERNE;null;No;800.000,00;800.000,00;800.000,00;Si;800.000,00;50;N;null;800,00;800,00;null;null;null;null;null;null;Si;Si;null;null;null;null;Si;No;null;null;In progetto per l'opera;No;null;2015;15/04/2015;null;PROGETTO DEFINITIVO PER LA RISTRUTTURAZIONE E L'ADEGUAMENTO DEGLI IMPIANTI TECNOLOGICI ED ANTINCENDIO, ED OPERE DI MANUTENZIONE STRAORDINARIA;No;null;VIA SELINUNTE;0;null;null;Art.4 c. 2 Lett. e);null;8,00E+31;37.6304698788331;13.6946955281445
Regione Siciliana;2016;G19G11000110002;null;Regionale;COMUNE DI ALIMENA;429940828;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;19082002;ITG12;Regionale;???Adeguamento e completamento campo sportivo???;RIFACIMENTO DEL RETTANGOLO DI GIOCO IN ERBA SINTETICA COMPLETAMENTO DELLA RECINZIONE SISTEMAZIONE DELLA TRIBUNA REALIZZAZIONE DELL?AREA DI PARCHEGGIO;Mq;6.600,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45400000-1;No;1.415.000,00;1.415.000,00;1.415.000,00;Si;1.415.000,00;50;N;null;1.415,00;1.415,00;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;2011;13/06/2013;null;ADEGUAMENTO E COMPLETAMENTO CAMPO SPORTIVO;No;null;VIA SAN FILIPPO;0;null;null;Art.4 c. 2 Lett. e);null;4,30E+27;37.6762523638812;14.1219486400886
Regione Siciliana;2016;F33D12000870002;null;Regionale;COMUNE DI CAMMARATA;80002910844;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;57;COMPLETAMENTO DI MANUTENZIONE STRAORDINARIA;19084009;ITG14;Regionale;COMUNE DI CAMMARATA - PROGETTO PER IL COMPLETAMENTO DELLA BRETELLA DI COLLEGAMENTO TRA LA STRADA SP24 E LA STRADA COMUNALE CALCARA;REALIZZAZIONE MURI DI SOSTEGNO, FONDO STRADALE E BITUMATURA ML 790;Ml;790,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;1.000.000,00;1.000.000,00;1.000.000,00;Si;1.000.000,00;50;N;null;1.000,00;1.000,00;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;No;2012;11/11/2013;null;PROGETTO PER IL COMPLETAMENTO DELLA BRETELLA DI COLLEGAMENTO TRA LA STRADA SP 24 E LA STRADA COMUNALE CALCARA;No;null;VIA C/DA CALCARA;0;null;null;Art.4 c. 2 Lett. e);null;8,00E+31;37.6304698788331;13.6946955281445
Regione Siciliana;2016;D73D09000200005;null;Regionale;COMUNE CAMPOFELICE DI ROCCELLA;443640826;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;57;COMPLETAMENTO DI MANUTENZIONE STRAORDINARIA;19082017;ITG12;Regionale;Comune di CAMPOFELICE ROCCELLA - Lavori di completamento delle opere di urbanizzazione a servizio degli alloggi popolari - Definizione opere primarie Area PEEP e riqualificazione del tessuto Urbano - II stralcio funzionale di completamento.-;DEFINIZIONE OPERE PRIMARIE AREA PEEP E RIQUALIFICAZIONE DEL TESSUTO URBANO II STRACIO FUNZIONALE;Ml;1,00;1;1;STRADALI;999;ALTRE OPERE STRADALI;45200000-9;No;1.112.912,37;1.112.912,37;1.112.912,37;Si;1.112.912,37;50;N;null;1.113,00;1.113,00;null;null;null;null;Si;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;No;2009;17/10/2013;null;COMPLETAMENTO OPERE DI URBANIZZAZIONE A SERVIZIO DEGLI ALLOGGI POIPOLARI IN C.DA CAPO;No;null;CONTRADA CAPO;99;PROGRAMMA TRIENNALE OO.PP.;null;Art.4 c. 2 Lett. e);null;4,44E+27;37.9879917090005;13.8742063340168
Regione Siciliana;2016;F37H12001860002;null;Regionale;COMUNE DI CAMMARATA;80002910844;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;58;AMPLIAMENTO;19084009;ITG14;Regionale;COMUNE DI CAMMARATA - PROGETTO DI POTENZIAMENTO DELL'IMPIANTO DI DEPURAZIONE ED ADEGUAMENTO DELLA RETE FOGNANTE ANNESSA.-;AMPLIAMENTO ED ADEGUAMENTO DEPURATORE COMUNALE MANUTENZIONE STRAORDINARIA E AMPLIAMENTO RETE FOGNANTE;Mc;1,00;2;10;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;109;IMPIANTI DEPURAZIONE ACQUE;null;No;2.490.000,00;2.490.000,00;2.490.000,00;Si;2.490.000,00;50;N;null;2.490,00;2.490,00;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;No;2012;11/11/2013;null;PROGETTO DI POTENZIAMENTO DELL'IMPIANTO DI DEPURAZIONE ED ADEGUAMENTO DELLA RETE FOGNANTE ANNESSA;No;null;VIA C/DA SAN MARTINO;0;null;null;Art.4 c. 2 Lett. e);null;8,00E+31;37.6304698788331;13.6946955281445
Regione Siciliana;2016;F36D12000410002;null;Regionale;COMUNE DI CAMMARATA;80002910844;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;57;COMPLETAMENTO DI MANUTENZIONE STRAORDINARIA;19084009;ITG14;Regionale;COMUNE DI CAMMARATA - PROGETTO DI COMPLETAMENTO DELLE STRUTTURE DI PARCO SALACI DA DESTINARE A POLO SCOLASTICO;REALIZZAZIONE POLO SCOLASTICO. AULE- LABORATORI -SERVIZI VARI - BIBLIOTECA - LOCALI AMMINISTRAZIONE.;na;1,00;5;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;null;No;4.250.000,00;4.250.000,00;4.250.000,00;Si;4.250.000,00;50;N;null;4.275,00;4.275,00;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;No;2012;08/11/2013;null;PROGETTO  DI COMLETAMENTO DELLE STRUTTURE DI PARCO SALACI DA DESTINARE A POLO SCOLASTICO;No;null;"VIA ""PARCO SALACI "" C/DA SALACI";0;null;null;Art.4 c. 2 Lett. e);null;8,00E+31;37.6304698788331;13.6946955281445
