pubblicata_da;cup;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;natura_opera;tipologia_opera_incompiuta;tipologia_cup;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_neccessari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria;causa;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;indirizzo;lat;lon
Sicilia;B49D85000000002;Regionale;COMUNE CATENANUOVA;80001380866;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;Comune di CATENANUOVA - Completamento di n. 18 alloggi popolari.-;LAVORI DI COMPLETAMENTO DI 18 ALLOGGI POPOLARI;Mc;1;10;FABBRICATI RESIDENZIALI URBANI;103;FABBRICATI RESIDENZIALI URBANI;null;No;258228.45;258228.45;258228.45;Si;2000000;11.44;N;null;2000;2000;Regionale;Mancanza fondi;1985;23/09/2013;null;LAVORI DI COMPLETAMENTO DI 18 ALLOGGI POPOLARI;VIA LANARI;37.5710723846913;14.6942018570819
Sicilia;j73g86000000002;Regionale;comune di Terrasini;80022310827;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;lavori di incanalamento del torrente furi e dei connessi interventi idonei a preservare il porto dall'interramento-1lotto-1stralcio;REALIZZ DEL CANALE EMISSARIO DELLE FLUENZE DEL TORR. FURI AL DI FUORI DALLO SPECCHIO LIQU. DEL PORTO;Mc;3724220;11;OPERE DI PROTEZIONE, VALORIZZAZIONE E FRUIZIONE AMBIENTALE;999;OPERE DI PROTEZIONE, VALORIZZAZIONE E FRUIZIONE AMBIENTALE;null;No;3724220;2466186;2466186;Si;1258034;66.22;N;null;3935.26;3935.26;Regionale;Cause tecniche,Soprav. Nuove norme,Fallimento liq. coatta;1986;01/02/2007;null;LAVORI DI INCANALAM.DEL TORRENTE FURI E DEI CONNESSI INTERVENTI A PRESERV.IL PORTO DALL'INTERRAMENTO;ALTRO PORTO DI TERRASINI;38.1178366328306;13.083431317825
Sicilia;D86J01000000006;Regionale;Comune di Spadafora;396110835;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Programma Attuazione Rete Fognante I Stralcio;REALIZZAZIONE I? STRALCIO - ATTUAZIONE PARF;por;2457818.38;10;RETI FOGNARIE;113;RETI FOGNARIE;45232411-6;No;2457818.38;2457818.38;1624786.04;Si;22724.1;65.5;null;null;2457.18;2457.18;null;Cause tecniche;2001;07/08/2006;null;RETE FOGNARIA E IMPIANTI DEPURAZIONE;TERRITORIO COMUNALE;38.2055574038977;15.3923800300801
Sicilia;E37H06000740009;Regionale;Libero Consorzio Comunale di Siracusa;80001670894;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;MANUTENZIONE STRAORDINARIA;Regionale;Lavori di completamento della S.P. 14 Fusco - Canicattini - Passoladro.;"LAVORI DI COMPLETAMENTO DELLA S.P. N. 14 ""FUSCO-CANICATTINI-PASSOLADRO""";Ml;240;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45233320-8;No;5606917.85;3564555.04;3555074.4;Si;2100000;62.76;N;null;5922.06;5922.06;Provinciale;Mancanza fondi;2006;14/03/2007;null;"S.P. N. 14 ""FUSCO-CANICATTINI-CIFALINO""";SIRACUSA;37.0392865719431;15.2136873169787
Sicilia;F99J91000000006;Regionale;COMUNE SAN MARCO D'ALUNZIO;84004040832;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;POTENZIAMENTO E RISTRUTTURAZIONE ACQUEDOTTO INTERNO CON CONTROLLO TELEMATICO;Rifacimento di tratti di rete idrica interna e realizzazione serbatoio di accumulo e rete esterna di adduzione;Ml;1389564.51;15;RETI IDRICHE URBANE;118;RETI IDRICHE URBANE;45231300-8;No;1389564.51;908275.19;671600.93;Si;431980.82;50.11;null;null;1495.98;1495.98;null;Mancanza fondi;1991;31/07/2006;31/07/2006;null;null;38.0567764933283;14.7105160756376
Sicilia;F37E03000070002;Regionale;COMUNE DI CAMMARATA;80002910844;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RISTRUTTURAZIONE;Regionale;COMUNE DI CAMMARATA - PROGETTO PER LA REALIZZAZIONE DELLE COPERTURE A FALDE ADEGUAMENTO ALLE NORME DI SICUREZZA E SISTEMAZIONE ESTERNA SCUOLA ELEMENTARE E MATERNA GIANGUARNA.-;REALIZZAZIONE DELLA COPERTURA A FALDE, ADEGUAMENTO ALLE NORME DI SICUREZZA E SISTEMAZIONE ESTERNA;Mq;1;8;EDILIZIA SCOLASTICA;86;EDILIZIA SCOLASTICA;null;No;1196115.69;1196115.69;1196115.69;Si;1196115.69;50;N;null;1196.12;1196.12;Regionale;Mancanza fondi;2003;05/11/2013;null;PROGETTO DEFINITIVO PER LA REALIZZAZIONE DELLA COPERTURA A FALDE, ADEGUAMENTO ALLE NORME DI SICUREZZA E SISTEMAZIONE ESTERNA DELLA SCUOLA ELEMENTARE MATERNA GIANGUARNA;VIA PANEPINTO;37.6304698788331;13.6946955281445
Sicilia;F34E08000180002;Regionale;COMUNE DI CAMMARATA;80002910844;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;COMUNE DI CAMMARATA - PROGETTO PER IL RIPRISTINO STRADA PONTE PLATANI BORGO REGALMICI ( BOCCA DI CAPRA ) A SERVIZIO DELLE STRUTTURE PRODUTTIVE - STRALCIO DI CONSOLIDAMENTO IN FRANA.-;CONSOLIDAMENTO DEI VERSANTI IN FRANA E DEL TRACCIATO STRADA AD ESSI CONNESSO;Ml;1;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;2500000;2500000;2500000;Si;2500000;50;N;null;2500;2500;Regionale;Mancanza fondi;2008;06/11/2013;null;PROGETTO PER IL RIPRISTINO STRADA PONTE PLATANI BORGO REGALMICI (BOCCA DI CAPRA) A SERVIZIO DELLE STRUTTURE PRODUTTIVE - STRALCIO DI CONSOLIDAMENTO IN FRANA;VIA C/DA BOCCA DI CAPRA;37.6304698788331;13.6946955281445
Sicilia;F36G03000500002;Regionale;COMUNE DI CAMMARATA;80002910844;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;COMUNE DI CAMMARATA - PROGETTO PER I LAVORI DI COSTRUZIONE TRATTO TERMINALE DELLA STRADA PANORAMICA MONTANA 2??? STRALCIO DI COMPLETAMENTO;COSTRUZIONE DEL 2??? STRALCIO DEL TRATTO TERMINALE DELLA STRADA PANORAMICA MONTANA;Ml;1;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;359663.92;359663.92;359663.92;Si;359663.92;50;N;null;359.66;359.66;Regionale;Mancanza fondi;2003;06/11/2013;null;PROGETTO PER I LAVORI DI COSTRUZIONE TRATTO TERMINALE DELLA STRADA PANORAMICA MONTANA 2??? STRALCIO DI COMPLETAMENTO;VIA C/DA SERRACANALE;37.6304698788331;13.6946955281445
Sicilia;F31E15000170001;Regionale;COMUNE DI CAMMARATA;80002910844;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RISTRUTTURAZIONE;Regionale;Lavori di ristrutturazione e messa in sicurezza ed adeguamento impianti della scuola materna ubicata in via Selinunte.;LAVORI DI RISTRUTTURAZIONE E ADEGUAMENTO DEGLI IMPIANTI;Mq;575;8;SCUOLE MATERNE;83;SCUOLE MATERNE;null;No;800000;800000;800000;Si;800000;50;N;null;800;800;null;Mancanza fondi;2015;15/04/2015;null;PROGETTO DEFINITIVO PER LA RISTRUTTURAZIONE E L'ADEGUAMENTO DEGLI IMPIANTI TECNOLOGICI ED ANTINCENDIO, ED OPERE DI MANUTENZIONE STRAORDINARIA;VIA SELINUNTE;37.6304698788331;13.6946955281445
Sicilia;G19G11000110002;Regionale;COMUNE DI ALIMENA;429940828;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;???Adeguamento e completamento campo sportivo???;RIFACIMENTO DEL RETTANGOLO DI GIOCO IN ERBA SINTETICA COMPLETAMENTO DELLA RECINZIONE SISTEMAZIONE DELLA TRIBUNA REALIZZAZIONE DELL?AREA DI PARCHEGGIO;Mq;6600;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;45400000-1;No;1415000;1415000;1415000;Si;1415000;50;N;null;1415;1415;Regionale;Mancanza fondi;2011;13/06/2013;null;ADEGUAMENTO E COMPLETAMENTO CAMPO SPORTIVO;VIA SAN FILIPPO;37.6762523638812;14.1219486400886
Sicilia;F33D12000870002;Regionale;COMUNE DI CAMMARATA;80002910844;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI MANUTENZIONE STRAORDINARIA;Regionale;COMUNE DI CAMMARATA - PROGETTO PER IL COMPLETAMENTO DELLA BRETELLA DI COLLEGAMENTO TRA LA STRADA SP24 E LA STRADA COMUNALE CALCARA;REALIZZAZIONE MURI DI SOSTEGNO, FONDO STRADALE E BITUMATURA ML 790;Ml;790;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;1000000;1000000;1000000;Si;1000000;50;N;null;1000;1000;Regionale;Mancanza fondi;2012;11/11/2013;null;PROGETTO PER IL COMPLETAMENTO DELLA BRETELLA DI COLLEGAMENTO TRA LA STRADA SP 24 E LA STRADA COMUNALE CALCARA;VIA C/DA CALCARA;37.6304698788331;13.6946955281445
Sicilia;D73D09000200005;Regionale;COMUNE CAMPOFELICE DI ROCCELLA;443640826;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI MANUTENZIONE STRAORDINARIA;Regionale;Comune di CAMPOFELICE ROCCELLA - Lavori di completamento delle opere di urbanizzazione a servizio degli alloggi popolari - Definizione opere primarie Area PEEP e riqualificazione del tessuto Urbano - II stralcio funzionale di completamento.-;DEFINIZIONE OPERE PRIMARIE AREA PEEP E RIQUALIFICAZIONE DEL TESSUTO URBANO II STRACIO FUNZIONALE;Ml;1;1;OPERE STRADALI;999;OPERE STRADALI;45200000-9;No;1112912.37;1112912.37;1112912.37;Si;1112912.37;50;N;null;1113;1113;Altro;Mancanza fondi;2009;17/10/2013;null;COMPLETAMENTO OPERE DI URBANIZZAZIONE A SERVIZIO DEGLI ALLOGGI POIPOLARI IN C.DA CAPO;CONTRADA CAPO;37.9879917090005;13.8742063340168
Sicilia;F37H12001860002;Regionale;COMUNE DI CAMMARATA;80002910844;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;AMPLIAMENTO;Regionale;COMUNE DI CAMMARATA - PROGETTO DI POTENZIAMENTO DELL'IMPIANTO DI DEPURAZIONE ED ADEGUAMENTO DELLA RETE FOGNANTE ANNESSA.-;AMPLIAMENTO ED ADEGUAMENTO DEPURATORE COMUNALE MANUTENZIONE STRAORDINARIA E AMPLIAMENTO RETE FOGNANTE;Mc;1;10;IMPIANTI DEPURAZIONE ACQUE;109;IMPIANTI DEPURAZIONE ACQUE;null;No;2490000;2490000;2490000;Si;2490000;50;N;null;2490;2490;Regionale;Mancanza fondi;2012;11/11/2013;null;PROGETTO DI POTENZIAMENTO DELL'IMPIANTO DI DEPURAZIONE ED ADEGUAMENTO DELLA RETE FOGNANTE ANNESSA;VIA C/DA SAN MARTINO;37.6304698788331;13.6946955281445
Sicilia;F36D12000410002;Regionale;COMUNE DI CAMMARATA;80002910844;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI MANUTENZIONE STRAORDINARIA;Regionale;COMUNE DI CAMMARATA - PROGETTO DI COMPLETAMENTO DELLE STRUTTURE DI PARCO SALACI DA DESTINARE A POLO SCOLASTICO;REALIZZAZIONE POLO SCOLASTICO. AULE- LABORATORI -SERVIZI VARI - BIBLIOTECA - LOCALI AMMINISTRAZIONE.;na;1;8;EDILIZIA SCOLASTICA;86;EDILIZIA SCOLASTICA;null;No;4250000;4250000;4250000;Si;4250000;50;N;null;4275;4275;Regionale;Mancanza fondi;2012;08/11/2013;null;PROGETTO  DI COMLETAMENTO DELLE STRUTTURE DI PARCO SALACI DA DESTINARE A POLO SCOLASTICO;"VIA ""PARCO SALACI "" C/DA SALACI";37.6304698788331;13.6946955281445
Sicilia;F33J97000000002;Regionale;COMUNE DI CAMMARATA;80002910844;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;ALTRO;Regionale;COMUNE DI CAMMARATA - PROGETTO ESECUTIVO DEI LAVORI DI ADEGUAMENTO DEGLI IMPIANTI ELETTRICI - PALESTRA COMUNALE.-;ADEGUAMENTO E MESSA IN SICUREZZA DEGLI IMPIANTI ELETTRICI;Ml;1;8;EDILIZIA SCOLASTICA;86;EDILIZIA SCOLASTICA;null;No;99600;99600;99600;Si;99600;50;N;null;99.6;99.6;Regionale;Mancanza fondi;1997;05/11/2013;null;PROGETTO ESECUTIVO DEI LAVORI DI ADEGUAMENTO DEGLI IMPIANTI ELETTRICI DEGLI IMMOBILI COMUNALI ALLE NORME DELLA LEGGE 46/90 PALESTRA DELL'I.C. DANTE ALGHIERI.;VIA LARGO DEI PINI;37.6304698788331;13.6946955281445
Sicilia;G19J02000020002;Regionale;COMUNE DI ALIMENA;429940828;null;b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;null;Regionale;???Completamento rete fognante e dei collettori per acque bianche e nere (zona;COMPLETAMENTO DELLA RETE FOGNANTE E DEI COLLETTORI PER ACQUE BIANCHE E NERE RELATIVAMENTE ALLA ZONA R1, R2  E 2? DEL P.A.R.F;Ml;5000;15;ALTRO;116;ALTRO;41120000-6;No;764356.21;764356.21;764356.21;Si;764356.21;50;N;null;764.36;764.36;Regionale;Mancanza fondi,Cause tecniche;2002;13/06/2013;null;COMPLETAMENTO RETE FOGNANTE E DEI COLLETTORI PER ACQUE BIANCHE E NERE (ZONA R1 - R2  E 2A);CENTRO ABITATO;37.6762523638812;14.1219486400886
Sicilia;G19J02000010002;Regionale;COMUNE DI ALIMENA;429940828;null;b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;null;Regionale;???Opere di completamento impianto di depurazione strade di accesso e attrezzature connesse???;COMPLETAMENTO DELLA STRADA DI ACCESSO, SISTEMAZIONE DELLE AREE A VERDE INTERNE ALL?AREA DELL?IMPIANTO, LA REALIZZAZIONE DELL?IMPIANTO DI ILLUMINAZIONE E L?INSTALLAZIONE DI APPARECCHIATURA PER LA DISIDRATAZIONE DEI FANGHI;Mq;5000;15;ALTRO;114;ALTRO;41120000-6;No;945116.13;945116.13;945116.13;Si;945116.13;50;N;null;945.12;945.12;Regionale;Mancanza fondi;2002;13/06/2013;null;OPERE DI COMPLETAMENTO IMPIANTO DI DEPURAZIONE E STRADA DI ACCESSO E ATTREZZATURE CONNESSE;VIA FONTANAZZA;37.6762523638812;14.1219486400886
Sicilia;E98J10000040007;Regionale;COMUNE DI PETRALIA SOPRANA;3038600825;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Comune di Petralia Soprana -LAVORI DI CONSOLIDAMENTO DELLE FRAZIONI ???MADONNUZZA-RAFFO-PELLIZZARA-CIPAMPINI-GULINI-FASANO?????? ??? 1??? e 2??? stralcio funzionale;CONSOLIDAMENTO. PROGETTO ESECUTIVO DI COMPLETAMENTO.;Mq;360000;5;CONSOLIDAMENTO ABITATI;141;CONSOLIDAMENTO ABITATI;null;No;5353448.89;3681981.41;2595483.54;Si;1570000;49.42;null;null;1450;0;Privato;Mancanza fondi;2010;02/07/2010;null;CENTRI ABITATI;FRAZIONI DI MADONNUZZA, RAFFO, PELLIZZARA, CIPAMPINI, GULINI E FASAN?;37.7839516738072;14.1265153883274
Sicilia;B31B85000000005;Regionale;COMUNE DI PAGLIARA;414810838;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Comune di PAGLIARA - Costruzione strada di collegamento viario nella frazione Locadi.-;COSTRUZIONE STRADA DI COLLEGAMENTO VIARIO NELLA FRAZIONE LOCADI;Ml;1;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;462008.86;335132.54;335129.45;Si;380000;46.86;N;null;462;462;Altro;Mancanza fondi;1985;13/03/2014;null;STRADA COMUNALE FRAZIONE LOCADI;VIA PANORAMICA;37.9992759054311;15.3313109602563
Sicilia;E84E09000090009;Regionale;COMUNE DI SANT'ANGELO DI BROLO - PROV. MESSINA;108980830;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;RESTAURO;Regionale;RESTAURO  EX  CONVENTO  E  CHIOSTRO  S.FRANCESCO.;COMPLETAMENTO  LAVORI E FRUIZIONE STRUTTURA;Mc;9500;11;OPERE PER LA FRUIZIONE DI BENI CULTURALI;999;OPERE PER LA FRUIZIONE DI BENI CULTURALI;null;No;1239000;786364.07;786364.07;Si;1000000;44.02;N;null;1000;1000;Statale,Regionale;Mancanza fondi;2009;20/06/2013;null;RESTAURO CONVENTO E CHIOSTRO SAN FRANCESCO  -  COMPLETAMENTO;VIA SAN FRANCESCO;38.1030189500956;14.8936934676408
Sicilia;J44E01000060004;Regionale;Comune di San michele di Ganzaria;82002180873;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;Comune di SAN MICHELE DI GANZARIA - Lavori di risistemazione dell'impianto stradale e ripavimentazione della via Roma e Piazza Garibaldi e relativi sottoservizi.-;Lavori di risistemazione dell'impianto stradale e ripavimentazione della via Roma e Piazza Garibaldi e relativi sottoservizi.-;Mq;1;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;774685;444588;444588;Si;672541.29;39.8;null;null;774.68;774.68;Comunale;Fallimento liq. coatta;2001;16/08/2005;null;null;null;37.2778879544165;14.4243965976854
Sicilia;E91B10000070007;Regionale;COMUNE DI PETRALIA SOPRANA;3038600825;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Comune di Petralia Soprana - LAVORI DI COMPLETAMENTO DELLE INFRASTRUTTURE NELL???AREA MISTA (ARTIGIANALE-INDUSTRIALE) DI MADONNUZZA.;COMPLETAMENTO INFRASTRUTTURE NELL' AREA ARTIGIANALE-INDUSTRIALE 2? STRALCIO.;Mq;450000;1;OPERE STRADALI;999;OPERE STRADALI;null;No;20658275.96;13377605.97;7301517.21;Si;5880000;37.91;null;null;1000;0;Privato;Mancanza fondi;2010;02/07/2010;null;STRADE COMUNALI;FRAZIONE MADONNUZZA;37.7839516738072;14.1265153883274
Sicilia;D49J99000000004;Regionale;Comune di Paceco;255210817;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Ampliamento Biblioteca Comunale;Intervento di realizzazione dell'ampliamento della Biblioteca comunale di Paceco con annesso auditorium;Mq;544;11;MUSEI ARCHIVI E BIBLIOTECHE;97;MUSEI ARCHIVI E BIBLIOTECHE;null;No;1582940.4;1224581.94;612300;No;null;50;null;null;717.88;717.88;Comunale;Fallimento liq. coatta;1999;03/11/2003;null;null;null;37.9574169504743;12.5871289946806
Sicilia;C17B88000000001;Regionale;COMUNE DI VALDERICE;93008050812;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Comune di VALDERICE - Lavori di raddoppio della condotta di mandata dalla centrale Milo al serbatoio Caposcale e relativo ampliamento.-;REALIZZAZIONE DI NUOVO SERBATOIO DA 2000MC E OPERE DI PROTEZIONE CATODICA DELLA CONDOTTA.;Mc;1;15;SERBATOI ED IMPIANTI DI SOLLEVAMENTO;120;SERBATOI ED IMPIANTI DI SOLLEVAMENTO;null;No;1300000;1382906.62;984221.3;Si;1300000;36.68;N;null;1300;1300;Statale;Mancanza fondi;1988;01/07/2015;null;LAVORI DI RADDOPPIO DELLA CONDOTTA DI MANDATA DALLA CENTRALE MILO AL SERBATOIO CAPOSCALE E RELATIVO AMPLIAMENTO.;VIA CAPOSCALE;38.0329569210905;12.6382502185153
Sicilia;E84E00000020009;Regionale;COMUNE DI SANT'ANGELO DI BROLO - PROV. MESSINA;108980830;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;RESTAURO;Regionale;CONSOLIDAMENTO E RESTAURO DELLA CHIESA DI S.FILIPPO E GIACOMO.;LAVORI DI COMPLETAMENTO RIFINITURE;Mc;10000;11;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;null;No;493216.34;290648.6;290648.6;Si;1000000;22.52;N;null;1000;1000;Statale,Regionale;Mancanza fondi;2000;20/06/2013;null;CONSOLIDAMENTO E RESTAURO DELLA CHIESA DI S.FILIPPO E GIACOMO  -  COMPLETAMENTO;VIA GARIBALDI;38.1030189500956;14.8936934676408
Sicilia;E91C10000000007;Regionale;COMUNE DI PETRALIA SOPRANA;3038600825;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;MANUTENZIONE ORDINARIA;Regionale;Comune di Petralia Soprana - LAVORI DI ADEGUAMENTO E MANUTENZIONE STRAORDINARIA DEL CAMPO DI CALCIO E CAMPETTI POLIUSO NELLA FRAZIONE SS. TRINITA???-;COMPLETAMENTO E MANUTENZIONE;Mq;13000;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;null;No;1470000;1030290.15;0;Si;1470000;0;null;null;670;0;Privato;Mancanza fondi;2010;02/07/2010;null;CAMPO DI CALCIO;FRAZIONE SS.TRINIT?;37.7839516738072;14.1265153883274
Sicilia;D96G01000010003;Regionale;CITTA' METROPOLITANA DI CATANIA;397470873;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RECUPERO;Regionale;Provincia Regionale di Catania - Progetto esecutivo di recupero di tre isolati del borgo della Cunziria nel Comune di Vizzini.-;PROGETTO ESECUTIVO DI RECUPERO;Mc;1;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DEL PATRIMONIO RURALE;98;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DEL PATRIMONIO RURALE;null;No;1533223;1533223;609404;Si;1500000;20.09;N;null;2618.27;2618.27;Provinciale;Fallimento liq. coatta;2001;10/12/2013;null;BORGO CUNZIRIA;TRE ISOLATI DEL BORGO DELLA CUNZIRIA;37.1809827577562;14.7753384372953
Sicilia;F37H10002390001;Regionale;COMUNE DI GROTTE;254070840;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di realizzazione di impiantro fotovoltaico integrato nella scuola comunale di via Acquanova;COSTRUZIONE DI STRUTTURE CON IMPIANTO FOTOVOLTAICO INTEGRATO NELLA SCUOLA COMUNALE DIVIA ACQUAOVA DEL COMUNE DI GROTTE;Kw;58;6;IMPIANTI PRODUZIONE ENERGIE RINNOVABILI E ALTERNATIVE;998;IMPIANTI PRODUZIONE ENERGIE RINNOVABILI E ALTERNATIVE;31600000-2;No;530058.35;372031.3;84893.97;Si;287137.33;12.88;N;null;558.29;558.29;Comunale;Cause tecniche;2010;03/12/2013;null;SCUOLA DI VIA ACQUANOVA;VIA ACQUANOVA;37.4220566058414;13.686114757981
Sicilia;E84B12000080009;Regionale;COMUNE DI SANT'ANGELO DI BROLO - PROV. MESSINA;108980830;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;COMPLETAMENTO CAMPO SPORTIVO ED OPERE CONNESSE 2??? LOTTO;COMPLETAMENTO CAMPO SPORTIVO MEDIANTE ADEGUAMENTO ALLE VIGENTI NORME SICUREZZA;Mq;15000;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;null;No;194069;133966.72;133966.72;Si;1000000;11.81;N;null;1000;1000;Statale,Regionale;Mancanza fondi;2012;20/06/2013;null;COMPLETAMENTO  CAMPO  SPORTIVO;VIA SAN FRANCESCO;38.1030189500956;14.8936934676408
