pubblicata_da;cup;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;natura_opera;tipologia_opera_incompiuta;tipologia_cup;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_neccessari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria;causa;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;indirizzo;lat;lon
Regione Siciliana;D81B13000710007;Regionale;COMUNE DI BUTERA;82000810851;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;MANUTENZIONE STRAORDINARIA;Regionale;REALIZZAZIONE PARCO EOLICO PER LA PRODUZIONE DI ENERGIA RINNOVABILE IN C/DA GRECUZZO;MESSA IN PRISTINO E COMPLETAMENTO;Kw;850,00;6;PRODUZIONE  DI ENERGIA;998;ALTRI IMPIANTI PRODUZIONE ENERGIE RINNOVABILI E ALTERNATIVE;null;No;1.037.513,12;816.130,07;608.269,97;Si;237.860,10;57,71;N;null;1.043,83;1.043,83;Comunale,Altro;Fallimento liq. coatta;2013;06/10/2014;15/08/2014;PARCO EOLICO;C.DA GRECUZZO;37.1917263068008;14.1293575185939
Regione Siciliana;I71B87000000002;Regionale;Comune di Basico';83000790838;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di costruzione della strada di interesse turistico in localit??? Carrozzo Larderia per lo sviluppo della ricettivit??? collinare.;"LAVORI DI COSTRUZIONE DELLA STRADA DI INTERESSE TURISTICO IN LOCALIT? ""CAROZZO - LARDERIA"" PER LO SVILUPPO DELLA RICETTIVIT? COLLINARE.";Ml;2.720,00;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45233140-2;No;3.346.641,71;2.206.489,80;1.715.196,63;Si;900.000,00;55,21;N;null;3.346,64;3.346,64;Regionale;Mancanza fondi,Cause tecniche,Fallimento liq. coatta;1987;21/01/2013;null;"STRADA TURISTICA ""CARROZZO-LARDERIA""";C/DE CARROZZO - LARDERIA;38.0604794922609;15.0649791451205
Regione Siciliana;C29J12000580002;Regionale;COMUNE DLI LICODIA EUBEA;82001570876;null;b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;null;Regionale;Completamento e rifacimento rete fognamte;COMPLETAMENTO DEL DEPURATORE COMUNALE E DEI COLLETTORI FOGNARI AD ESSO AFFERENTI;Ml;500,00;15;null;114;null;null;No;3.236.719,30;1.128.826,37;1.091.319,42;Si;3.236.719,30;25;N;null;2.276,72;2.276,72;Regionale;Mancanza fondi;2012;03/12/2013;null;COMPLETAMENTO DEL DEPURATORE COMUNALE E DEI COLLETTORI FOGNARI AD ESSO AFFERENTI;CONTRADA ARENATURA;37.1385159183789;14.6777029253436
Regione Siciliana;C96G14000090002;Regionale;COMUNE di CALAMONACI;83001470844;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di costruzione strada di penetrazione agricola Pozzillo I stralcio;COMPLETAMENTO DI STRADA DI PENETRAZIONE AGRICOLA;Ml;400.000,00;1;STRADALI;15;STRADE RURALI;45233120-6;No;774.686,00;774.686,00;774.686,00;Si;650.000,00;54,38;N;null;650,00;650,00;Regionale;Mancanza fondi;2014;03/04/2014;null;LAVORI DI COSTRUZIONE STRADA DI PENETRAZIONE AGRICOLA POZZILLO - 1? STRALCIO;POZZILLO;37.5181985229119;13.3228663843621
Regione Siciliana;J87B91000000002;Regionale;COMUNE DI VIAGRANDE;651130874;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;COSTRUZIONE DI UN CENTRO SPORTIVO IN VIA SAPIENZA;COSTRUZIONE CENTRO SPORTIVO VIA SAPIENZA;Mc;5.368,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45212222-8;No;877.977,00;334.998,00;334.998,00;Si;1.299.639,00;20,49;N;null;335,00;335,00;Regionale;Mancanza fondi;1991;24/03/2016;null;CENTRO SPORTIVO DI VIA SAPIENZA;VIA SAPIENZA;37.6223328185339;15.0956095507008
Regione Siciliana;H94B91000000001;Regionale;COMUNE DI NOVARA DI SICILIA;358500833;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;costruzione di un campo polivalente coperto e di un campo da tennis in contrada madala;"COSTRUZIONE DI UN UNICO CORPO DI FABBRICA DI FORMA ESAGONALE REGOLARE, CON COPERTURA A FORMA DI CUPOLE, IN STRUTTURA RETICOLARE METALLICA DEL TIPO ""BINISTAR"", PROTETTA DA MEMBRANA  IMPERMEABILE.";Mq;500.000,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;null;No;662.355,97;662.355,97;662.355,97;Si;638.000,00;50,94;N;null;1.300,00;1.300,00;Statale;Mancanza fondi;1991;26/09/2013;21/03/2017;COSTRUZIONE DI UN CAMPO POLIVALENTE COPERTO E DI UN CAMPO DA TENNIS IN CONTRADA MADALA;"CONTRADA ""MADALA""";38.0161931611718;15.1290922749536
Regione Siciliana;F55D08000010004;Regionale;COMUNE DI AUGUSTA;81002050896;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;COMPLETAMENTO SCUOLA SALVATORE TODARO STRALCIO ESECUTIVO PER LA COSTRUZIONE DELLA PALESTRA E DEGLI SPOGLIATOI;COMPLETAMENTO DELLA PALESTRA;Mq;1.050,00;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;null;No;846.989,31;623.089,10;489.411,40;Si;350.000,00;50,29;N;null;300,00;300,00;Comunale;Fallimento liq. coatta;2008;27/11/2008;null;SCUOLA MEDIA S. TODARO;VIA GRAMSCI;37.262436547565;15.1488281223169
Regione Siciliana;J86B00000010001;Regionale;COMUNE DI MALFA;81001030832;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RISTRUTTURAZIONE;Regionale;Lavori di recupero di un immobile con destinazione residenziale sito in Via V.Emanuele angolo Via Fontana nell'ambito del Programma di Edilizia Residenziale Pubblica;RECUPERO DI UN IMMOBILE, CONDESTINAZIONE RESIDENZIALE, PER EDILIZIA RESIDENZIALE PUBBLICA;vn;17,00;8;SOCIALI E SCOLASTICHE;81;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;45454000-4;No;351.190,69;351.190,69;351.190,69;Si;350.000,00;50,08;N;null;701,20;701,20;Statale;Mancanza fondi,Cause tecniche;2000;10/03/2014;null;RECUPERO DI UN IMMOBILE, CONDESTINAZIONE RESIDENZIALE, SITO IN VIA VITT. EMANUELE ANGOLO VIA FONTANA, NELL'AMBITO DEL PROGRAMMA DI EDILIZIA RESIDENZIALE PUBBLICA;VIA VITTORIO EMANUELE;38.5747533719704;14.8314491264064
Regione Siciliana;I66J11000430003;Regionale;comune di acquaviva platani;81000730853;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;ALTRO;Regionale;LAVORI DI COMPLETAMENTO ED ADEGUAMENTO DEL POLIGONO DI TIRO;MANUTENZIONE STRAORDINARIA;Mq;2.500,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45400000-1;No;1.616.635,00;1.616.635,00;1.616.635,00;Si;1.616.635,00;50;N;null;1.616,64;1.616,64;Statale,Regionale;Mancanza fondi,Soprav. Nuove norme;2011;12/04/2017;12/04/2019;LAVORI DI COMPLETAMENTO ED ADEGUAMENTO DEL POLIGONO DI TIRO;ZOLFARA;37.5662147399839;13.6970535737139
Regione Siciliana;C29G92000010002;Regionale;COMUNE DLI LICODIA EUBEA;82001570876;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Completamento lavori di rifacimento acquedotto comunale;LAVORI DI COMPLETAMENTO DELL'ACQUEDOTTO COMUNALE.;Ml;5.000,00;15;RISORSE IDRICHE;118;RETI IDRICHE URBANE;null;No;4.080.000,00;688.717,00;688.717,00;Si;4.080.000,00;14,44;N;null;2.800,00;2.800,00;Regionale;Mancanza fondi;1992;28/01/2014;null;COMPLETAMENTO DELL'ACQUEDOTTO COMUNALE;VIA CENTRO ABITATO;37.1385159183789;14.6777029253436
Regione Siciliana;J21B03000120001;Nazionale;COMUNE DI MONGIUFFI MELIA - PROVINCIA DI MESSINA;87000390838;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RISTRUTTURAZIONE;Regionale;Lavori di consolidamento, messa in sicurezza e ripristino della strada esterna di collegamento per lo smaltimento del traffico cittadino di Melia;LAVORI DI CONSOLIDAMENTO, MESSA IN SICUREZZA E RIPRISTINO DELLA STRADA ESTERNA DI COLLEGAMENTO PER LO SMALTIMENTO DEL TRAFFICO CITTADINO DI MELIA;Ml;700,00;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;null;No;3.251.000,00;3.251.000,00;3.251.000,00;Si;3.251.000,00;50;N;null;3.251,00;3.251,00;Statale;Mancanza fondi;2003;10/06/2016;null;LAVORI DI CONSOLIDAMENTO, MESSA IN SICUREZZA E RIPRISTINO DELLA STRADA ESTERNA DI COLLEGAMENTO PER LO SMALTIMENTO DEL TRAFFICO CITTADINO DI MELIA;CONTRADA SERRO;37.9050696082579;15.2575748516529
Regione Siciliana;J23G11000180002;Nazionale;COMUNE DI MONGIUFFI MELIA - PROVINCIA DI MESSINA;87000390838;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Lavori di completamento campo di calcio;COMPLETAMENTO CAMPO SPORTIVO;Mq;4.500,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;null;No;1.000.000,00;1.000.000,00;1.000.000,00;Si;1.000.000,00;50;N;null;1.000,00;1.000,00;Regionale;Mancanza fondi;2011;23/06/2015;null;COMPLETAMENTO CAMPO SPORTIVO;CONTRADA INCENZO;37.9050696082579;15.2575748516529
Regione Siciliana;C39D11000260002;Regionale;Istituto Autonomo per le Case Popolari della provincia di Ragusa;53060885;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di costruzione di n??? 18 alloggi in S. Croce Camerina (RG), via Circonvallazione;LAVORI DI COMPLETAMENTO DI N.18 ALLOGGI DI ERP;ne;18,00;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45400000-1;No;1.536.423,55;1.536.423,55;729.850,33;No;null;47,5;N;null;1.536,42;1.536,42;Regionale;Fallimento liq. coatta;2011;03/07/2013;null;LAVORI DI COMPLETAMENTO DI N. 18 ALLOGGI DI ERP.;VIA CIRCONVALLAZIONE;36.8208346485807;14.5214282731145
Regione Siciliana;D57H06000960002;Regionale;comune di sortino;80002250894;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RISTRUTTURAZIONE;Regionale;Lavori di ristrutturazione ed adeguamento funzionale dei locali dell'ex caserma di piazza s. Francesco da adibire a museo dei pupi;CONSOLIDAMENTO E RESTAURO DEL COMPLESSO MONUMENTALE COSTITUITO DAI LOCALI DELLA EX CASERMA DI PIAZZA S. FRANCESCO - CHIESA S. FRANCESCO - LOCALI EX CARCERE ED EX CINEMA;Mc;1.700,00;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;97;MUSEI ARCHIVI E BIBLIOTECHE;45000000-7;No;1.402.062,66;803.091,65;435.288,30;Si;120.000,00;47,16;N;null;1.650,00;1.650,00;Regionale;Mancanza fondi;2006;20/11/2013;null;LAVORI DI RISTRUTTURAZIONE ED ADEGUAMENTO FUNZIONALE DEI LOCALI DELLA EX CASERMA DI PIAZZA S. FRANCESCO DA ADIBIRE A MUSEO DEI PUPI;VIALE M. GIARDINO S.N.;37.1401794956836;15.0378224673928
Regione Siciliana;E87B87000000002;Nazionale;COMUNE DI VALGUARNERA CAROPEPE;46840864;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;lAVORI DI COSTRUZIONE DI UN CENTRO CULTURALE POLIVALENTE;REALIZZAZIONE DI UN CENTRO CULTURALE POLIVALENTE.;Mq;2.414,40;8;SOCIALI E SCOLASTICHE;81;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;null;No;1.373.775,00;1.360.453,02;1.360.472,55;Si;1.600.000,00;45,95;N;null;1.136,20;1.136,20;Regionale;Mancanza fondi,Cause tecniche;1987;30/03/2016;30/03/2016;CENTRO CULTURALE POLIVALENTE;VIA CUSMANO;37.509703734936;14.3910777807741
Regione Siciliana;H57B92000000002;Regionale;COMUNE DI CASTIGLIONE DI SICILIA;291090876;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;COSTRUZIONE DI UN CENTRO SOCIALE POLIVALENTE.;CENTRO SOCIALE.;Mq;1,00;8;SOCIALI E SCOLASTICHE;81;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;null;No;1.833.790,54;1.238.183,88;1.238.183,88;Si;1.500.000,00;45,22;N;null;1.833,79;1.833,79;Regionale;Mancanza fondi,Soprav. Nuove norme;1992;26/06/2017;null;COSTRUZIONE DI UN CENTRO SOCIALE POLIVALENTE.;VIA ROSARIO CIMINO (C/DA ARZILLA);37.855872401964;15.0839455752636
Regione Siciliana;C96G14000080002;Regionale;COMUNE di CALAMONACI;83001470844;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Lavori di completamento della strada di penetrazione agricola ex consortile n. 10 da Villafranca Sicula a Calamonaci;COMPLETAMENTO DI STRADA DI PENETRAZIONE AGRICOLA;Ml;300.000,00;1;STRADALI;15;STRADE RURALI;45233120-6;No;661.065,00;661.065,00;661.065,00;Si;900.000,00;42,35;N;null;900,00;900,00;Regionale;Mancanza fondi;2014;03/04/2014;null;LAVORI DI COMPLETAMENTO DELLA STRADA DI PENETRAZIONE AGRICOLA EX CONSORTILE N. 10 DA VILLAFRANCA SICULA A CALAMONACI;CATALANO;37.5181985229119;13.3228663843621
Regione Siciliana;G15G10000050006;Regionale;COMUNE DI ALIMENA;429940828;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;"???Riconversione del manufatto, gi??? destinato a piscina comunale, in centro polifunzionale a valenza intercomunale per l???organizzazione di eventi finalizzati allo sviluppo del turismo, della cultura, delle attivit??? commerciali ed artigianali""";"PROGETTO DI ""RICONVERSIONE DEL MANUFATTO, GI? DESTINATO A PISCINA COMUNALE, IN CENTRO POLIFUNZIONALE A VALENZA INTERCOMUNALE PER L'ORGANIZZAZIONE DI EVENTI FINALIZZATI ALLO SVILUPPO DEL TURISMO, DELLA CULTURA, DELLE ATTIVIT? COMMERCIALI ED ARTIGIANALI";Mc;12.000,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;999;ALTRE STRUTTURE RICREATIVE;45000000-7;No;2.000.000,00;1.415.000,00;1.415.000,00;Si;2.000.000,00;41,43;N;null;2.000,00;2.000,00;null;Mancanza fondi,Mancato interesse;2010;24/06/2010;null;CENTRO POLIFUNZIONALE;VIA ALDO MORO;37.6762523638812;14.1219486400886
Regione Siciliana;F52C12001030002;Regionale;COMUNE DI CONTESSA ENTELLINA;84000150825;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI RECUPERO;Nazionale;LAVORI DI COSTRUZIONE CENTRO CIVICO (AREA DI TRASFERIMENTO);COMPLETAMENTO DEL CENTRO CIVICO DI CONTESSA ENTELLINA.;Mq;1.750,00;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;null;No;290.000,00;748.862,50;428.039,48;Si;290.000,00;41,2;N;null;290,00;290,00;Regionale;Soprav. Nuove norme,Fallimento liq. coatta;2012;08/07/2013;null;COMUNE DI CONTESSA ENTELLINA;VIA GRAMSCI;37.7370547188026;13.1302552574365
Regione Siciliana;C66G91000010002;Regionale;COMUNE DI PALAZZO ADRIANO;85000190828;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;ALTRO;Regionale;Completamento spazi esterni casa di Riposo per Anziani;COMPLETAMENTO SPAZI ESTERNI CASA DI RIPOSO PER ANZIANI;nu;800.000,00;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;null;No;516.202,29;515.469,93;515.469,96;Si;800.000,00;39,19;N;null;516,46;516,46;Regionale;Mancanza fondi;1991;23/03/2016;null;COMPLETAMENTO SPAZI ESTERNI CASA DI RIPOSO PER ANZIANI;VIA C.DA AICELLA;37.6537055472492;13.3782736599729
Regione Siciliana;C69G13000470001;Regionale;Comune di Licata;81000410845;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;"Lavori di completamento e copertura della piscina comunale dei locali tecnologici, spogliatoi, locale bar, ecc.""";LAVORI DI COMPLETAMENTO E COPERTURA DELLA PISCINA COMUNALE CON REALIZZAZIONE DELLA VASCA DI TIPO OLIMPIONICO, DEGLI IMPIANTI DI FILTRAZIONE, DEI LOCALI TECNOLOGICI, SPOGLIATOI, LOCALE BAR, ECC.;Ml;50,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45261210-9;No;981.300,00;749.058,44;566.432,09;Si;700.000,00;39,09;N;null;700,00;700,00;Statale;Cause tecniche;2013;27/09/2013;null;LAVORI DI COMPLETAMENTO E COPERTURA DELLA PISCINA COMUNALE CON REALIZZAZIONE DELLA VASCA DI TIPO OLIMPIONICO, DEGLI IMPIANTI DI FILTRAZIONE, DEI LOCALI TECNOLOGICI, SPOGLIATOI, LOCALE BAR, ECC.;VIA CORSO UMBERTO II;37.1544836894666;13.9190259659519
Regione Siciliana;I77J87000000002;Regionale;Comune di Basico';83000790838;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;Piano per Insediamenti Produttivi I??? Lotto;LAVORI DI REALIZZAZIONE PIANO INSEDIAMENTI PRODUTTIVI - I??? LOTTO;Mq;76.760,00;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;144;INFRASTRUTTURE CIVILI PER AREE INDUSTRIALI;45200000-9;No;1.549.370,70;994.863,84;961.843,13;Si;1.500.000,00;38,55;N;null;1.549,37;1.549,37;Regionale;Mancanza fondi,Cause tecniche;1987;21/01/2013;null;PIANO INSEDIAMENTI PRODUTTIVI;C/DA PEZZAGRANDE;38.0604794922609;15.0649791451205
Regione Siciliana;I79J13000100009;Regionale;Comune di Longi;84004070839;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Nazionale;Completamento delal rete fognante nelle frazioni e realizzazione collettore principale a valle del centro abitato;COLLEGAMENTO RETE FOGNANTE AL COLLETTORE PRINCIPALE E ALLE VASCHE IMHOFF;Ml;1.988,07;10;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;113;RETI FOGNARIE;null;No;1.032.913,80;720.252,14;661.850,40;Si;1.000.000,00;38,47;N;null;1.000,00;1.000,00;Statale,Regionale;Cause tecniche;2013;22/10/2013;null;COMPLETAMENTO RETE FOGNANTE E REALIZZAZIONE COLLETTORE A VALLE DEL CENTRO ABITATO;VIA PLEBISCITO - SCIN?;37.9602902141112;14.7524119973927
Regione Siciliana;G51B86000010001;Regionale;Comune di Gallodoro;87000430832;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;STRADA DI COLLEGAMENTO ZONE INTERNE ( COMUNI DI LIMINA, ROCCAFIORITA, MONGIUFFI MELIA, GALLODORO) CON LA GRANDE VIABILITA??? DI LETOJANNI-TAORMINA;REALIZZAZIONE DI UNA STRADA DI COLLEGAMENTO TRA ZONE INTERNE E LA GRNADE VIABILIT?;Ml;4.200,00;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45233120-6;No;9.580.275,00;9.580.275,00;6.700.000,00;Si;8.000.000,00;38,11;N;null;9.580,28;9.580,28;Statale;Mancanza fondi;1986;30/03/2016;null;STRADA DI COLLEGAMENTE ZONE INTERNE GALLODORO LIMINA ROCCA FIORITA MONGIUFFI MELIA CON LA GRANDE VIABILIT? DI LETOJANNI E TAORMINA;TERRITORIO GALLODORO-LETOJANNI;37.9047427462698;15.3056972785409
Regione Siciliana;C69G13000480001;Regionale;Comune di Licata;81000410845;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Opere di urbanizzazione secondarie nel PEEP di C/da Safarello - campi polivalenti, tribune e spogliatoi - sistemazione aree esterne e parcheggi a verde.;OPERE DI URBANIZZAZIONE SECONDARIE NEL P.E.E.P. DI C.DA SAFARELLO -CAMPI POLIVALENTI-TRIBUNE E SPOGLIATOI-SISTEMAZIONE AREE ESTERNE-PARCHEGGI E VERDE.;Mq;4.860,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;null;No;774.685,34;566.898,84;553.566,95;Si;904.925,20;37,61;N;null;904,92;904,92;Statale;Mancanza fondi,Cause tecniche;2013;27/09/2013;null;OPERE DI URBANIZZAZIONE SECONDARIE NEL P.E.E.P. DI C.DA SAFARELLO -CAMPI POLIVALENTI-TRIBUNE E SPOGLIATOI-SISTEMAZIONE AREE ESTERNE-PARCHEGGI E VERDE.;VIA PASTRENGO;37.1544836894666;13.9190259659519
Regione Siciliana;B77B87000000001;Regionale;COMUNE DI BELPASSO;80008430870;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;INTEGRAZIONE IDROPOTABILE DELL'ABITATO - OPERE DI ADDUZIONE ED ACCUMULO.;INTEGRAZIONE IDROPOTABILE DELL'ABITATO - OPERE DI ADDUZIONE ED ACCUMULO;por;1,00;15;RISORSE IDRICHE;118;RETI IDRICHE URBANE;45231300-8;No;1.916.571,55;1.149.942,20;1.149.942,20;Si;2.000.000,00;36,51;N;null;1.916,57;1.916,57;Statale;Fallimento liq. coatta;1987;31/03/2017;null;INTEGRAZIONE IDROPOTABILE DELL'ABITATO - OPERE DI ADDUZIONE ED ACCUMULO;LOCALIT? FICOMINUTILLA;37.5287626973188;14.93740247276
Regione Siciliana;H36G10000110006;Regionale;COMUNE DI POLIZZI GENEROSA (PA);83000690822;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Costruzione strada intercomunale Polizzi Generosa tratto Castellana Sicula;COMPLETAMENTO;Ml;1,00;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45200000-9;No;911.546,00;645.138,00;645.138,00;Si;1.170.000,00;35,54;N;null;1.170,00;1.170,00;Regionale,Comunale;Mancanza fondi;2010;22/06/2010;null;STRADA INTERCOMUNALE POLIZZI GENEROSA - CASTELLANA SICULA;CONTRADA PORTELLA DELLE PIANTE;37.7719228714895;13.9710433963543
Regione Siciliana;H53F04000000001;Regionale;COMUNE DI ALESSANDRIA DELLA ROCCA;80002650846;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Realizzazione impianti sportivi in zona d'espansione nel comune di Alessandria della Rocca;Infatti il progetto prevede la realizzazione di una struttura di legno lamellare che avr??? le medesime dimensioni in pianta della struttura prevista con il progetto finanziato ed al suo interno accoglier???, oltre all???area del campetto polifunzionale e l'area della palestra, il corpo servizi e lo spazio per il pubblico.;Mq;8.500,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;null;No;2.582.016,27;2.582.016,27;806.535,28;No;null;31,24;null;null;2.582,03;2.582,03;Statale;Cause tecniche;2004;30/10/2006;null;null;null;37.5456706101071;13.4641980957476
Regione Siciliana;B99G13000330005;Regionale;COMUNE DI CAPIZZI;85000200833;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Opere e infrastrutture per lo sport, spettacolo e il tempo libero.;LAVORI DI COMPLETAMENTO DELLA PALESTRA COMUNALE IN ZONA TIMPE RUSSO;Mq;850,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;null;No;619.748,83;619.748,85;619.748,83;Si;1.470.000,00;29,66;N;null;619,75;619,75;Altro;Mancanza fondi;2013;24/09/2013;null;COMPLETAMENTO DELLA PALESTRA COMUNALE IN ZONA TIMPE RUSSO;VIA ENRICO BERLINGUER;37.8670681493696;14.4872403810894
